seqFluxo,seqEtapa,codEtapa,etapa,codFormulario,formulario,dataCriacao,dataExeInicio,dataExeFim,codExecutor,executor,status,origem,tempoTotal,tempoInicioFim,tempoParaIniciar,sequencia,grupoEtapa,codBeneficiario,beneficiario,codFormularioCampo,nomeCampo,legenda,ordemFilho,codFormularioCampoFilho,codCampo,valor,valorDominio,nomeCampoFilho,legendaCampoFilho,codCampoFilho,fluxo,statusFluxo,servico
574141,1536044,20410,CONCLUÍDO,14574,FOR_CERTIDAO_BD_CADASTRO,2024-11-21 09:50:19,2025-09-23 08:42:13,2025-09-24 13:57:55,51846,JOÃO CARLOS SILVA,2,0.0,16,33,11,4,2,,,327040,INFORMACOES,Descrição do campo INFORMACOES,0.0,327577.0,2,2024-01-15,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
576323,1537444,20410,CONCLUÍDO,14575,FOR_CERTIDAO_BD_CADASTRO,2024-05-18 10:25:26,2025-03-20 09:17:20,2025-03-21 14:33:02,52184,ANA PAULA COSTA OLIVEIRA,2,0.0,55,12,12,1,1,,,327327,INFORMACOES,Descrição do campo INFORMACOES,0.0,,4,2024-01-15,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
578631,1535375,20410,CONCLUÍDO,14577,FOR_LICENCIAMENTO_BD_CADASTRO,2024-01-05 09:07:47,2024-11-06 07:59:41,2024-11-07 13:15:23,50925,MARIA FERNANDA SANTOS PERES,2,0.0,55,16,12,1,1,,,326683,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,327459.0,9,Pendente,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
572581,1536195,20410,CONCLUÍDO,14578,FOR_ALVARA_BD_CADASTRO,2024-04-01 13:05:44,2025-02-01 11:57:38,2025-02-02 17:13:20,51159,JOÃO CARLOS SILVA,2,0.0,23,42,12,3,3,,,326806,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,327279.0,2,Não se aplica,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
578847,1536698,20410,CONCLUÍDO,14576,FOR_ALVARA_BD_CADASTRO,2024-04-13 15:30:08,2025-02-13 14:22:02,2025-02-14 19:37:44,50267,MARIA FERNANDA SANTOS PERES,2,0.0,52,45,3,4,3,,,327188,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,327584.0,3,Pendente,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
576216,1536101,20410,CONCLUÍDO,14575,FOR_ALVARA_BD_CADASTRO,2024-12-14 13:05:37,2025-10-16 11:57:31,2025-10-17 17:13:13,51781,JOÃO CARLOS SILVA,2,0.0,7,32,16,1,3,,,326661,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,,1,Valor_LOG_USUARIO_2,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
571274,1538022,20410,CONCLUÍDO,14578,FOR_LICENCIAMENTO_BD_CADASTRO,2024-01-18 14:16:05,2024-11-19 13:07:59,2024-11-20 18:23:41,51925,JOÃO CARLOS SILVA,2,0.0,34,30,11,1,2,,,326907,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,,10,30 minutos,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
574839,1539755,20410,CONCLUÍDO,14575,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-25 17:39:17,2025-02-25 16:31:11,2025-02-26 21:46:53,50707,MARIA FERNANDA SANTOS PERES,2,0.0,44,43,6,1,2,,,326524,LOG_USUARIO,Descrição do campo LOG_USUARIO,0.0,327987.0,8,Pendente,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
576808,1536618,20410,CONCLUÍDO,14574,FOR_LICENCIAMENTO_BD_CADASTRO,2024-11-23 15:39:22,2025-09-25 14:31:16,2025-09-26 19:46:58,52154,ANA PAULA COSTA OLIVEIRA,2,0.0,22,21,6,5,2,,,327377,ETAPAS,Descrição do campo ETAPAS,0.0,,3,Online,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
573440,1535751,20410,CONCLUÍDO,14574,FOR_CERTIDAO_BD_CADASTRO,2024-05-06 09:57:08,2025-03-08 08:49:02,2025-03-09 14:04:44,50861,MARIA FERNANDA SANTOS PERES,2,0.0,42,3,15,5,3,,,327407,ETAPAS,Descrição do campo ETAPAS,0.0,327060.0,1,Não se aplica,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
572734,1539103,20410,CONCLUÍDO,14574,FOR_LICENCIAMENTO_BD_CADASTRO,2024-08-20 09:55:50,2025-06-22 08:47:44,2025-06-23 14:03:26,50905,MARIA FERNANDA SANTOS PERES,2,0.0,24,4,2,1,3,,,327283,SERVICO,Descrição do campo SERVICO,0.0,,4,Presencial,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
579283,1537526,20410,CONCLUÍDO,14575,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-11 14:46:36,2025-04-13 13:38:30,2025-04-14 18:54:12,50278,MARIA FERNANDA SANTOS PERES,2,0.0,30,14,12,3,2,,,327024,SERVICO,Descrição do campo SERVICO,0.0,327493.0,4,Presencial,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
578036,1539636,20410,CONCLUÍDO,14579,FOR_ALVARA_BD_CADASTRO,2024-06-26 10:56:39,2025-04-28 09:48:33,2025-04-29 15:04:15,50653,MARIA FERNANDA SANTOS PERES,2,0.0,37,12,18,4,1,,,326656,SERVICO,Descrição do campo SERVICO,0.0,,1,Aprovado,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
577536,1537306,20410,CONCLUÍDO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-01-13 15:48:38,2024-11-14 14:40:32,2024-11-15 19:56:14,52919,ANA PAULA COSTA OLIVEIRA,2,0.0,26,11,20,2,1,,,326732,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,327967.0,10,Não se aplica,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
578432,1537910,20410,CONCLUÍDO,14579,FOR_LICENCIAMENTO_BD_CADASTRO,2024-06-26 18:13:00,2025-04-28 17:04:54,2025-04-29 22:20:36,52290,ANA PAULA COSTA OLIVEIRA,2,0.0,23,24,15,5,3,,,326742,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,,5,Não,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
577544,1537088,20410,CONCLUÍDO,14575,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-05-24 16:07:11,2025-03-26 14:59:05,2025-03-27 20:14:47,52458,ANA PAULA COSTA OLIVEIRA,2,0.0,57,6,8,3,1,,,326910,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,327091.0,9,Não se aplica,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
575692,1536204,20410,CONCLUÍDO,14580,FOR_CERTIDAO_BD_CADASTRO,2024-08-02 15:24:45,2025-06-04 14:16:39,2025-06-05 19:32:21,52620,ANA PAULA COSTA OLIVEIRA,2,0.0,37,22,13,5,2,,,327012,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,,7,2024-01-15,,,,,FLX_REQUISIÇÃO_DE_DOCUMENTOS,2,REQUISIÇÃO DE DOCUMENTOS
589441,1543217,20390,CADASTRO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-27 09:23:32,2025-04-29 08:15:26,2025-04-30 13:31:08,50380,MARIA FERNANDA SANTOS PERES,2,0.0,40,15,18,2,3,,,326729,PESSOA_FISICA,Descrição do campo PESSOA_FISICA,0.0,,6,Não,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
581473,1540934,20390,CADASTRO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-24 08:32:58,2025-02-24 07:24:52,2025-02-25 12:40:34,50690,MARIA FERNANDA SANTOS PERES,2,0.0,53,44,9,4,3,,,326985,SINONIMOS,Descrição do campo SINONIMOS,0.0,,6,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
582615,1543016,20390,CADASTRO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-14 15:47:41,2025-02-14 14:39:35,2025-02-15 19:55:17,52859,ANA PAULA COSTA OLIVEIRA,2,0.0,56,2,6,1,2,,,327017,SINONIMOS,Descrição do campo SINONIMOS,0.0,327785.0,5,"Público - (público em geral, incluindo cidadãos e empresas)",,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589723,1543832,20390,CADASTRO,14575,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-28 10:07:22,2025-10-30 08:59:16,2025-10-31 14:14:58,51171,JOÃO CARLOS SILVA,2,0.0,3,23,7,4,2,,,326777,SINONIMOS,Descrição do campo SINONIMOS,0.0,327877.0,1,Pendente,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589352,1544305,20390,CADASTRO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-28 10:32:03,2025-07-31 09:23:57,2025-08-01 14:39:39,50908,MARIA FERNANDA SANTOS PERES,2,0.0,15,46,4,1,2,,,327102,SINONIMOS,Descrição do campo SINONIMOS,0.0,,1,2024-01-15,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
580085,1543916,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-21 18:45:09,2025-05-23 17:37:03,2025-05-24 22:52:45,51619,JOÃO CARLOS SILVA,2,0.0,20,50,11,1,2,,,326518,SINONIMOS,Descrição do campo SINONIMOS,0.0,,8,,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
582803,1544667,20390,CADASTRO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-18 11:18:16,2025-07-21 10:10:10,2025-07-22 15:25:52,51338,JOÃO CARLOS SILVA,2,0.0,53,44,13,5,1,,,327202,DESCRICAO,Descrição do campo DESCRICAO,0.0,,4,Online,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
586494,1540461,20390,CADASTRO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-24 11:59:27,2025-08-26 10:51:21,2025-08-27 16:07:03,51846,JOÃO CARLOS SILVA,2,0.0,13,22,6,2,3,,,327013,SERVICO,Descrição do campo SERVICO,0.0,327716.0,7,30 minutos,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
588731,1541337,20390,CADASTRO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-03 14:51:23,2025-09-05 13:43:17,2025-09-06 18:58:59,52561,ANA PAULA COSTA OLIVEIRA,2,0.0,35,10,6,1,1,,,326538,SERVICO,Descrição do campo SERVICO,0.0,,10,,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
581716,1544908,20390,CADASTRO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-21 18:30:44,2025-04-23 17:22:38,2025-04-24 22:38:20,51664,JOÃO CARLOS SILVA,2,0.0,34,13,9,1,3,,,326944,SERVICO,Descrição do campo SERVICO,0.0,,5,Sim,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
580970,1544964,20390,CADASTRO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-08 12:12:01,2025-04-10 11:03:55,2025-04-11 16:19:37,50100,MARIA FERNANDA SANTOS PERES,2,0.0,11,45,18,3,1,,,326659,SERVICO,Descrição do campo SERVICO,0.0,,9,Presencial,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
587105,1542623,20390,CADASTRO,14575,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-04 15:29:26,2024-12-06 14:21:20,2024-12-07 19:37:02,52003,ANA PAULA COSTA OLIVEIRA,2,0.0,18,29,3,3,3,,,327204,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,327712.0,9,2024-01-15,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589311,1540644,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-10 14:48:17,2025-02-10 13:40:11,2025-02-11 18:55:53,50225,MARIA FERNANDA SANTOS PERES,2,0.0,11,42,7,4,2,,,326942,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,10,Valor_AREA_RESPONSAVEL_1,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589901,1543574,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-22 09:34:55,2025-09-24 08:26:49,2025-09-25 13:42:31,52748,ANA PAULA COSTA OLIVEIRA,2,0.0,38,44,10,5,3,,,327331,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,3,Online,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589195,1544536,20390,CADASTRO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-13 17:43:20,2025-07-16 16:35:14,2025-07-17 21:50:56,52762,ANA PAULA COSTA OLIVEIRA,2,0.0,9,9,10,3,2,,,327018,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,2,Valor_AREA_RESPONSAVEL_3,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
580703,1541931,20390,CADASTRO,14571,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-09 08:04:19,2025-05-11 06:56:13,2025-05-12 12:11:55,51255,JOÃO CARLOS SILVA,2,0.0,19,38,14,5,2,,,327053,CONSUMIDOR,Descrição do campo CONSUMIDOR,0.0,,10,30 minutos,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589572,1540554,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-10-26 12:42:35,2025-08-28 11:34:29,2025-08-29 16:50:11,51513,JOÃO CARLOS SILVA,2,0.0,16,46,12,3,2,,,327319,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,,9,Não se aplica,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
581542,1540806,20390,CADASTRO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-29 12:39:53,2025-10-31 11:31:47,2025-11-01 16:47:29,52436,ANA PAULA COSTA OLIVEIRA,2,0.0,30,1,18,1,1,,,327444,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,327207.0,4,Rejeitado,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
583930,1544401,20390,CADASTRO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-21 18:11:40,2025-09-23 17:03:34,2025-09-24 22:19:16,50064,MARIA FERNANDA SANTOS PERES,2,0.0,24,34,5,5,3,,,326784,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,327225.0,4,Online,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
583999,1540288,20390,CADASTRO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-30 14:18:57,2025-11-01 13:10:51,2025-11-02 18:26:33,51132,JOÃO CARLOS SILVA,2,0.0,25,6,6,3,2,,,326762,INSTRUCOES,Descrição do campo INSTRUCOES,0.0,,9,Aprovado,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
582960,1543747,20390,CADASTRO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-30 18:23:25,2025-05-02 17:15:19,2025-05-03 22:31:01,50132,MARIA FERNANDA SANTOS PERES,2,0.0,49,47,18,4,1,,,326843,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,327846.0,8,Rejeitado,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
583398,1544683,20390,CADASTRO,14577,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-16 09:44:43,2025-07-19 08:36:37,2025-07-20 13:52:19,51642,JOÃO CARLOS SILVA,2,0.0,28,12,9,1,2,,,326544,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,,6,Valor_LEGISLACAO_1,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
587721,1540189,20390,CADASTRO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-07 13:12:38,2025-07-10 12:04:32,2025-07-11 17:20:14,52655,ANA PAULA COSTA OLIVEIRA,2,0.0,27,18,11,1,1,,,326563,LEGISLACAO,Descrição do campo LEGISLACAO,0.0,,8,Valor_LEGISLACAO_2,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
585614,1544792,20390,CADASTRO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-05 12:39:39,2025-07-08 11:31:33,2025-07-09 16:47:15,52907,ANA PAULA COSTA OLIVEIRA,2,0.0,18,8,2,1,2,,,327203,ETAPAS,Descrição do campo ETAPAS,0.0,327277.0,3,Aprovado,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
584397,1541529,20390,CADASTRO,14574,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-10 08:25:39,2025-04-12 07:17:33,2025-04-13 12:33:15,52020,ANA PAULA COSTA OLIVEIRA,2,0.0,22,5,15,3,3,,,327085,ETAPAS,Descrição do campo ETAPAS,0.0,,9,Online,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
587914,1544985,20390,CADASTRO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-24 11:15:20,2024-12-26 10:07:14,2024-12-27 15:22:56,50971,MARIA FERNANDA SANTOS PERES,2,0.0,36,25,18,5,1,,,326947,ETAPAS,Descrição do campo ETAPAS,0.0,,6,Presencial,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
583157,1543018,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-27 11:19:13,2025-09-29 10:11:07,2025-09-30 15:26:49,51466,JOÃO CARLOS SILVA,2,0.0,57,9,20,3,2,,,327081,ETAPAS,Descrição do campo ETAPAS,0.0,327164.0,1,Não,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
589667,1543710,20390,CADASTRO,14571,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-21 11:58:05,2025-09-23 10:49:59,2025-09-24 16:05:41,52474,ANA PAULA COSTA OLIVEIRA,2,0.0,46,38,18,5,2,,,327085,ETAPAS,Descrição do campo ETAPAS,0.0,,2,Não,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
586502,1542340,20390,CADASTRO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-15 17:47:19,2025-05-17 16:39:13,2025-05-18 21:54:55,50242,MARIA FERNANDA SANTOS PERES,2,0.0,7,36,2,2,2,,,326689,TAXA,Descrição do campo TAXA,0.0,,4,Valor_TAXA_0,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
586709,1540932,20390,CADASTRO,14580,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-29 12:32:43,2025-03-01 11:24:37,2025-03-02 16:40:19,52889,ANA PAULA COSTA OLIVEIRA,2,0.0,4,44,5,2,2,,,326900,TAXA,Descrição do campo TAXA,0.0,,8,Não,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
583888,1542606,20390,CADASTRO,14571,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-28 14:07:14,2025-07-31 12:59:08,2025-08-01 18:14:50,51211,JOÃO CARLOS SILVA,2,0.0,15,35,15,3,1,,,327048,TAXA,Descrição do campo TAXA,0.0,,7,Presencial,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
585850,1540387,20390,CADASTRO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-14 13:45:27,2025-09-16 12:37:21,2025-09-17 17:53:03,52314,ANA PAULA COSTA OLIVEIRA,2,0.0,9,41,9,2,2,,,327114,TAXA,Descrição do campo TAXA,0.0,,1,,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
581144,1541620,20390,CADASTRO,14576,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-15 10:24:23,2024-12-17 09:16:17,2024-12-18 14:31:59,50813,MARIA FERNANDA SANTOS PERES,2,0.0,27,12,16,1,2,,,326845,TAXA,Descrição do campo TAXA,0.0,,2,Não,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
582997,1540542,20400,REVISÃO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-04 10:25:25,2025-05-06 09:17:19,2025-05-07 14:33:01,50103,MARIA FERNANDA SANTOS PERES,2,0.0,8,22,20,2,1,,,326564,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,327157.0,2,Não se aplica,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
585702,1541028,20400,REVISÃO,14572,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-09-19 15:30:35,2025-07-22 14:22:29,2025-07-23 19:38:11,51734,JOÃO CARLOS SILVA,2,0.0,2,28,3,5,3,,,326657,AREA_RESPONSAVEL,Descrição do campo AREA_RESPONSAVEL,0.0,,2,Sim,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
580850,1543367,20400,REVISÃO,14574,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-22 08:03:41,2024-12-24 06:55:35,2024-12-25 12:11:17,51546,JOÃO CARLOS SILVA,2,0.0,6,12,5,3,1,,,327247,SINONIMOS,Descrição do campo SINONIMOS,0.0,,6,Pendente,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
586547,1543149,20400,REVISÃO,14574,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-02-17 13:29:43,2024-12-19 12:21:37,2024-12-20 17:37:19,51911,JOÃO CARLOS SILVA,2,0.0,9,24,2,2,3,,,327420,SINONIMOS,Descrição do campo SINONIMOS,0.0,327017.0,10,2024-01-15,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
580371,1542123,20400,REVISÃO,14576,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-04-05 14:11:50,2025-02-05 13:03:44,2025-02-06 18:19:26,50641,MARIA FERNANDA SANTOS PERES,2,0.0,7,7,11,2,3,,,327129,SINONIMOS,Descrição do campo SINONIMOS,0.0,327800.0,3,Valor_SINONIMOS_2,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
584303,1540070,20400,REVISÃO,14573,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-06-24 17:01:54,2025-04-26 15:53:48,2025-04-27 21:09:30,51625,JOÃO CARLOS SILVA,2,0.0,49,48,18,5,2,,,327352,LOG_DATAHORA,Descrição do campo LOG_DATAHORA,0.0,,6,Pendente,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
586239,1544136,20400,REVISÃO,14579,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-11-30 15:52:43,2025-10-02 14:44:37,2025-10-03 20:00:19,51313,JOÃO CARLOS SILVA,2,0.0,1,30,1,3,1,,,327333,LOG_DATAHORA,Descrição do campo LOG_DATAHORA,0.0,,3,Sim,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
585842,1542981,20400,REVISÃO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-12-17 17:24:19,2025-10-19 16:16:13,2025-10-20 21:31:55,52146,ANA PAULA COSTA OLIVEIRA,2,0.0,13,48,11,3,2,,,327362,LOG_DATAHORA,Descrição do campo LOG_DATAHORA,0.0,,9,2024-01-15,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
588607,1544060,20400,REVISÃO,14578,FOR_CARTA DE SERVIÇO_BD_CADASTRO - ATUALIZAR,2024-07-03 10:54:47,2025-05-05 09:46:41,2025-05-06 15:02:23,52928,ANA PAULA COSTA OLIVEIRA,2,0.0,46,9,19,1,2,,,327329,LOG_DATAHORA,Descrição do campo LOG_DATAHORA,0.0,,1,2024-01-15,,,,,FLX_CADASTRO_DE_VAGAS_DE_EMPREGO,2,CADASTRO DE VAGAS DE EMPREGO
